,date_id,order_date,year,month,day
776,777,2022-04-30,2022,4,30
777,778,2023-01-20,2023,1,20
778,779,2024-11-17,2024,11,17
779,780,2022-04-23,2022,4,23
780,781,2025-02-18,2025,2,18
781,782,2021-05-27,2021,5,27
782,783,2022-01-17,2022,1,17
783,784,2025-01-15,2025,1,15
784,785,2021-02-14,2021,2,14
785,786,2024-08-31,2024,8,31
786,787,2022-12-26,2022,12,26
787,788,2024-03-21,2024,3,21
788,789,2020-12-15,2020,12,15
789,790,2023-03-21,2023,3,21
790,791,2023-06-08,2023,6,8
791,792,2022-07-17,2022,7,17
792,793,2024-12-05,2024,12,5
793,794,2022-07-17,2022,7,17
794,795,2024-12-05,2024,12,5
795,796,2023-11-02,2023,11,2
796,797,2024-10-05,2024,10,5
797,798,2022-11-13,2022,11,13
798,799,2022-12-28,2022,12,28
799,800,2025-02-26,2025,2,26
800,801,2022-11-12,2022,11,12
801,802,2022-11-12,2022,11,12
802,803,2021-06-07,2021,6,7
803,804,2020-09-26,2020,9,26
804,805,2024-04-29,2024,4,29
805,806,2024-04-29,2024,4,29
806,807,2024-04-29,2024,4,29
807,808,2024-04-10,2024,4,10
808,809,2023-12-21,2023,12,21
809,810,2024-05-02,2024,5,2
810,811,2024-11-21,2024,11,21
811,812,2022-03-17,2022,3,17
812,813,2023-05-14,2023,5,14
813,814,2024-10-07,2024,10,7
814,815,2020-09-08,2020,9,8
815,816,2021-08-19,2021,8,19
816,817,2022-10-12,2022,10,12
817,818,2020-05-23,2020,5,23
818,819,2020-04-18,2020,4,18
819,820,2022-10-12,2022,10,12
820,821,2020-05-23,2020,5,23
821,822,2020-04-18,2020,4,18
822,823,2022-06-04,2022,6,4
823,824,2022-06-04,2022,6,4
824,825,2022-11-16,2022,11,16
825,826,2024-07-18,2024,7,18
826,827,2023-07-16,2023,7,16
827,828,2020-08-10,2020,8,10
828,829,2024-06-22,2024,6,22
829,830,2020-07-13,2020,7,13
830,831,2024-04-16,2024,4,16
831,832,2021-03-13,2021,3,13
832,833,2023-04-01,2023,4,1
833,834,2020-11-10,2020,11,10
834,835,2023-06-08,2023,6,8
835,836,2021-08-17,2021,8,17
836,837,2020-05-24,2020,5,24
837,838,2021-08-12,2021,8,12
838,839,2022-09-03,2022,9,3
839,840,2020-10-01,2020,10,1
840,841,2022-05-27,2022,5,27
841,842,2022-05-27,2022,5,27
842,843,2024-03-10,2024,3,10
843,844,2023-10-05,2023,10,5
844,845,2024-03-10,2024,3,10
845,846,2023-10-05,2023,10,5
846,847,2022-08-28,2022,8,28
847,848,2020-09-08,2020,9,8
848,849,2021-04-27,2021,4,27
849,850,2021-08-21,2021,8,21
850,851,2021-05-16,2021,5,16
851,852,2021-08-21,2021,8,21
852,853,2021-05-16,2021,5,16
853,854,2022-01-15,2022,1,15
854,855,2023-03-21,2023,3,21
855,856,2023-12-28,2023,12,28
856,857,2022-02-15,2022,2,15
857,858,2023-11-30,2023,11,30
858,859,2023-01-12,2023,1,12
859,860,2023-05-19,2023,5,19
860,861,2023-01-12,2023,1,12
861,862,2023-05-19,2023,5,19
862,863,2024-02-19,2024,2,19
863,864,2021-12-01,2021,12,1
864,865,2021-12-01,2021,12,1
865,866,2024-12-19,2024,12,19
866,867,2023-01-18,2023,1,18
867,868,2020-12-23,2020,12,23
868,869,2021-02-28,2021,2,28
869,870,2023-05-04,2023,5,4
870,871,2020-04-22,2020,4,22
871,872,2021-08-13,2021,8,13
872,873,2023-05-04,2023,5,4
873,874,2020-04-22,2020,4,22
874,875,2021-08-13,2021,8,13
875,876,2023-07-20,2023,7,20
876,877,2022-08-28,2022,8,28
877,878,2023-03-14,2023,3,14
878,879,2023-11-07,2023,11,7
879,880,2024-04-16,2024,4,16
880,881,2023-11-07,2023,11,7
881,882,2024-04-16,2024,4,16
882,883,2022-09-16,2022,9,16
883,884,2024-10-31,2024,10,31
884,885,2024-11-25,2024,11,25
885,886,2021-10-29,2021,10,29
886,887,2023-12-27,2023,12,27
887,888,2023-06-25,2023,6,25
888,889,2020-09-01,2020,9,1
889,890,2025-02-01,2025,2,1
890,891,2023-07-22,2023,7,22
891,892,2022-02-04,2022,2,4
892,893,2023-09-27,2023,9,27
893,894,2025-01-30,2025,1,30
894,895,2023-09-27,2023,9,27
895,896,2025-01-30,2025,1,30
896,897,2023-09-27,2023,9,27
897,898,2025-01-30,2025,1,30
898,899,2025-01-15,2025,1,15
899,900,2021-03-28,2021,3,28
900,901,2021-12-25,2021,12,25
901,902,2023-02-03,2023,2,3
902,903,2023-04-28,2023,4,28
903,904,2024-11-22,2024,11,22
904,905,2023-02-03,2023,2,3
905,906,2023-04-28,2023,4,28
906,907,2024-11-22,2024,11,22
907,908,2024-07-02,2024,7,2
908,909,2024-07-02,2024,7,2
909,910,2022-01-18,2022,1,18
910,911,2024-10-08,2024,10,8
911,912,2024-10-08,2024,10,8
912,913,2020-06-21,2020,6,21
913,914,2023-12-14,2023,12,14
914,915,2020-12-16,2020,12,16
915,916,2025-03-15,2025,3,15
916,917,2024-08-21,2024,8,21
917,918,2024-08-21,2024,8,21
918,919,2021-05-27,2021,5,27
919,920,2020-09-21,2020,9,21
920,921,2025-01-11,2025,1,11
921,922,2021-10-20,2021,10,20
922,923,2021-10-20,2021,10,20
923,924,2021-10-19,2021,10,19
924,925,2024-07-07,2024,7,7
925,926,2023-07-25,2023,7,25
926,927,2020-04-16,2020,4,16
927,928,2020-07-04,2020,7,4
928,929,2022-05-16,2022,5,16
929,930,2022-05-16,2022,5,16
930,931,2023-11-25,2023,11,25
931,932,2021-08-17,2021,8,17
932,933,2023-07-02,2023,7,2
933,934,2020-08-24,2020,8,24
934,935,2022-11-07,2022,11,7
935,936,2024-03-27,2024,3,27
936,937,2024-09-01,2024,9,1
937,938,2022-02-22,2022,2,22
938,939,2024-03-27,2024,3,27
939,940,2024-09-01,2024,9,1
940,941,2022-02-22,2022,2,22
941,942,2022-02-11,2022,2,11
942,943,2022-02-11,2022,2,11
943,944,2022-02-11,2022,2,11
944,945,2021-05-27,2021,5,27
945,946,2023-07-05,2023,7,5
946,947,2020-10-27,2020,10,27
947,948,2021-05-27,2021,5,27
948,949,2023-07-05,2023,7,5
949,950,2020-10-27,2020,10,27
950,951,2023-01-26,2023,1,26
951,952,2021-09-06,2021,9,6
952,953,2021-11-12,2021,11,12
953,954,2024-07-30,2024,7,30
954,955,2022-03-15,2022,3,15
955,956,2024-03-15,2024,3,15
956,957,2020-11-10,2020,11,10
957,958,2024-03-15,2024,3,15
958,959,2020-11-10,2020,11,10
959,960,2022-07-23,2022,7,23
960,961,2024-09-13,2024,9,13
961,962,2024-09-13,2024,9,13
962,963,2022-01-25,2022,1,25
963,964,2021-04-19,2021,4,19
964,965,2021-07-18,2021,7,18
965,966,2022-06-24,2022,6,24
966,967,2024-06-08,2024,6,8
967,968,2022-06-24,2022,6,24
968,969,2024-06-08,2024,6,8
969,970,2022-06-24,2022,6,24
970,971,2024-06-08,2024,6,8
971,972,2022-09-29,2022,9,29
972,973,2023-05-10,2023,5,10
973,974,2020-05-02,2020,5,2
974,975,2021-04-12,2021,4,12
975,976,2023-11-04,2023,11,4
976,977,2020-05-04,2020,5,4
977,978,2023-09-10,2023,9,10
978,979,2024-01-05,2024,1,5
979,980,2024-05-08,2024,5,8
980,981,2024-03-30,2024,3,30
981,982,2020-09-10,2020,9,10
982,983,2020-09-10,2020,9,10
983,984,2020-07-12,2020,7,12
984,985,2022-12-08,2022,12,8
985,986,2024-03-27,2024,3,27
986,987,2023-02-17,2023,2,17
987,988,2021-07-21,2021,7,21
988,989,2020-07-12,2020,7,12
989,990,2022-12-08,2022,12,8
990,991,2024-03-27,2024,3,27
991,992,2023-02-17,2023,2,17
992,993,2021-07-21,2021,7,21
993,994,2022-10-30,2022,10,30
994,995,2020-12-31,2020,12,31
995,996,2022-04-15,2022,4,15
996,997,2023-04-05,2023,4,5
997,998,2020-12-31,2020,12,31
998,999,2022-04-15,2022,4,15
999,1000,2023-04-05,2023,4,5
1000,1001,2020-12-31,2020,12,31
1001,1002,2022-04-15,2022,4,15
1002,1003,2023-04-05,2023,4,5
1003,1004,2021-10-29,2021,10,29
1004,1005,2024-12-29,2024,12,29
1005,1006,2020-08-11,2020,8,11
1006,1007,2024-03-04,2024,3,4
1007,1008,2023-10-17,2023,10,17
1008,1009,2023-07-28,2023,7,28
1009,1010,2021-11-27,2021,11,27
1010,1011,2021-11-27,2021,11,27
1011,1012,2020-09-09,2020,9,9
1012,1013,2021-06-02,2021,6,2
1013,1014,2022-08-22,2022,8,22
1014,1015,2024-04-16,2024,4,16
1015,1016,2022-08-23,2022,8,23
1016,1017,2021-03-12,2021,3,12
1017,1018,2024-06-26,2024,6,26
1018,1019,2023-12-08,2023,12,8
1019,1020,2024-11-27,2024,11,27
1020,1021,2022-01-10,2022,1,10
1021,1022,2021-11-01,2021,11,1
1022,1023,2023-10-28,2023,10,28
1023,1024,2025-03-01,2025,3,1
1024,1025,2023-10-28,2023,10,28
1025,1026,2025-03-01,2025,3,1
1026,1027,2024-08-01,2024,8,1
1027,1028,2023-06-07,2023,6,7
1028,1029,2024-10-21,2024,10,21
1029,1030,2021-01-04,2021,1,4
1030,1031,2022-04-19,2022,4,19
1031,1032,2022-08-11,2022,8,11
1032,1033,2023-08-04,2023,8,4
1033,1034,2020-04-25,2020,4,25
1034,1035,2020-04-25,2020,4,25
1035,1036,2024-12-14,2024,12,14
1036,1037,2022-07-25,2022,7,25
1037,1038,2022-05-07,2022,5,7
1038,1039,2022-08-11,2022,8,11
1039,1040,2022-08-12,2022,8,12
1040,1041,2022-08-11,2022,8,11
1041,1042,2022-08-12,2022,8,12
1042,1043,2023-08-21,2023,8,21
1043,1044,2022-09-12,2022,9,12
1044,1045,2023-08-20,2023,8,20
1045,1046,2020-12-27,2020,12,27
1046,1047,2023-09-04,2023,9,4
1047,1048,2022-01-08,2022,1,8
1048,1049,2023-06-05,2023,6,5
1049,1050,2021-04-01,2021,4,1
1050,1051,2024-05-28,2024,5,28
1051,1052,2021-04-01,2021,4,1
1052,1053,2024-05-28,2024,5,28
1053,1054,2023-03-09,2023,3,9
1054,1055,2022-07-28,2022,7,28
1055,1056,2021-06-17,2021,6,17
1056,1057,2024-02-13,2024,2,13
1057,1058,2021-08-06,2021,8,6
1058,1059,2022-05-01,2022,5,1
1059,1060,2022-05-01,2022,5,1
1060,1061,2024-03-11,2024,3,11
1061,1062,2020-07-06,2020,7,6
1062,1063,2020-12-17,2020,12,17
1063,1064,2022-08-30,2022,8,30
1064,1065,2025-02-27,2025,2,27
1065,1066,2021-06-05,2021,6,5
1066,1067,2022-12-22,2022,12,22
1067,1068,2025-01-25,2025,1,25
1068,1069,2025-02-14,2025,2,14
1069,1070,2023-01-06,2023,1,6
1070,1071,2020-10-11,2020,10,11
1071,1072,2023-05-24,2023,5,24
1072,1073,2024-03-12,2024,3,12
1073,1074,2024-03-17,2024,3,17
1074,1075,2022-05-17,2022,5,17
1075,1076,2020-12-21,2020,12,21
1076,1077,2021-08-24,2021,8,24
1077,1078,2022-10-22,2022,10,22
1078,1079,2024-02-21,2024,2,21
1079,1080,2022-10-31,2022,10,31
1080,1081,2022-05-15,2022,5,15
1081,1082,2022-07-22,2022,7,22
1082,1083,2021-12-13,2021,12,13
1083,1084,2021-06-03,2021,6,3
1084,1085,2025-02-24,2025,2,24
1085,1086,2023-02-02,2023,2,2
1086,1087,2021-12-31,2021,12,31
1087,1088,2024-06-15,2024,6,15
1088,1089,2022-06-05,2022,6,5
1089,1090,2020-05-11,2020,5,11
1090,1091,2024-02-11,2024,2,11
1091,1092,2020-11-25,2020,11,25
1092,1093,2023-08-12,2023,8,12
1093,1094,2022-05-06,2022,5,6
1094,1095,2024-01-17,2024,1,17
1095,1096,2021-11-24,2021,11,24
1096,1097,2021-10-06,2021,10,6
1097,1098,2025-01-27,2025,1,27
1098,1099,2022-05-23,2022,5,23
1099,1100,2023-11-28,2023,11,28
1100,1101,2023-01-18,2023,1,18
1101,1102,2021-09-06,2021,9,6
1102,1103,2021-09-06,2021,9,6
1103,1104,2021-02-22,2021,2,22
1104,1105,2021-10-06,2021,10,6
1105,1106,2020-06-07,2020,6,7
1106,1107,2024-05-21,2024,5,21
1107,1108,2020-08-05,2020,8,5
1108,1109,2020-10-15,2020,10,15
1109,1110,2021-05-15,2021,5,15
1110,1111,2022-01-13,2022,1,13
1111,1112,2023-07-18,2023,7,18
1112,1113,2022-12-08,2022,12,8
1113,1114,2023-04-17,2023,4,17
1114,1115,2020-06-23,2020,6,23
1115,1116,2022-01-20,2022,1,20
1116,1117,2023-11-18,2023,11,18
1117,1118,2022-01-19,2022,1,19
1118,1119,2020-09-21,2020,9,21
1119,1120,2020-09-21,2020,9,21
1120,1121,2021-06-11,2021,6,11
1121,1122,2024-08-07,2024,8,7
1122,1123,2022-07-26,2022,7,26
1123,1124,2024-01-13,2024,1,13
1124,1125,2024-01-13,2024,1,13
1125,1126,2021-05-28,2021,5,28
1126,1127,2021-06-13,2021,6,13
1127,1128,2023-04-25,2023,4,25
1128,1129,2021-07-05,2021,7,5
1129,1130,2024-10-12,2024,10,12
1130,1131,2021-10-04,2021,10,4
1131,1132,2024-02-07,2024,2,7
1132,1133,2021-03-05,2021,3,5
1133,1134,2023-06-25,2023,6,25
1134,1135,2021-08-02,2021,8,2
1135,1136,2022-03-17,2022,3,17
1136,1137,2024-02-07,2024,2,7
1137,1138,2022-08-19,2022,8,19
1138,1139,2024-09-19,2024,9,19
1139,1140,2020-04-05,2020,4,5
1140,1141,2023-03-10,2023,3,10
1141,1142,2020-08-10,2020,8,10
1142,1143,2020-04-29,2020,4,29
1143,1144,2023-03-16,2023,3,16
1144,1145,2020-05-04,2020,5,4
1145,1146,2020-05-04,2020,5,4
1146,1147,2024-10-15,2024,10,15
1147,1148,2022-06-09,2022,6,9
1148,1149,2020-07-04,2020,7,4
1149,1150,2023-04-09,2023,4,9
1150,1151,2023-11-24,2023,11,24
1151,1152,2023-11-29,2023,11,29
1152,1153,2024-05-20,2024,5,20
1153,1154,2024-05-21,2024,5,21
1154,1155,2021-12-07,2021,12,7
1155,1156,2025-01-06,2025,1,6
1156,1157,2022-07-13,2022,7,13
1157,1158,2020-04-19,2020,4,19
1158,1159,2024-11-14,2024,11,14
1159,1160,2020-04-18,2020,4,18
1160,1161,2023-10-18,2023,10,18
1161,1162,2021-03-21,2021,3,21
1162,1163,2024-09-13,2024,9,13
1163,1164,2023-05-04,2023,5,4
1164,1165,2023-05-31,2023,5,31
1165,1166,2024-06-15,2024,6,15
1166,1167,2021-04-03,2021,4,3
1167,1168,2025-01-14,2025,1,14
1168,1169,2020-12-24,2020,12,24
1169,1170,2022-10-07,2022,10,7
1170,1171,2021-10-05,2021,10,5
1171,1172,2024-12-28,2024,12,28
1172,1173,2022-05-14,2022,5,14
1173,1174,2023-08-19,2023,8,19
1174,1175,2023-07-14,2023,7,14
1175,1176,2023-06-22,2023,6,22
1176,1177,2023-03-21,2023,3,21
1177,1178,2020-12-13,2020,12,13
1178,1179,2024-05-29,2024,5,29
1179,1180,2021-05-25,2021,5,25
1180,1181,2024-04-02,2024,4,2
1181,1182,2022-12-03,2022,12,3
1182,1183,2021-07-12,2021,7,12
1183,1184,2020-03-22,2020,3,22
1184,1185,2020-08-09,2020,8,9
1185,1186,2022-02-18,2022,2,18
1186,1187,2021-06-14,2021,6,14
1187,1188,2021-03-01,2021,3,1
1188,1189,2023-09-23,2023,9,23
1189,1190,2024-07-31,2024,7,31
1190,1191,2020-06-02,2020,6,2
1191,1192,2022-12-15,2022,12,15
1192,1193,2020-08-07,2020,8,7
1193,1194,2024-10-26,2024,10,26
