,order_id,amount,profit,quantity,order_date,product_id,customer_id,payment_id,year,month,day
442,443,5234,2021,15,2022-06-13,5,221,5,2022,June,13
443,444,3944,1559,18,2024-06-12,11,661,2,2024,June,12
444,445,6711,1045,12,2024-06-12,11,764,2,2024,June,12
445,446,5031,714,4,2024-06-12,12,218,5,2024,June,12
446,447,6295,2469,14,2024-06-12,10,608,2,2024,June,12
447,448,9654,4111,1,2022-06-27,2,616,5,2022,June,27
448,449,3112,1065,20,2022-06-27,3,97,4,2022,June,27
449,450,7838,1142,13,2021-02-18,9,617,2,2021,February,18
450,451,9300,3146,6,2021-02-18,7,571,4,2021,February,18
451,452,1733,133,17,2021-02-18,3,756,4,2021,February,18
452,453,874,235,15,2023-05-29,1,575,5,2023,May,29
453,454,874,235,15,2021-06-04,9,707,1,2021,June,4
454,455,1248,584,13,2024-01-22,4,94,4,2024,January,22
455,456,1248,584,13,2022-12-27,10,541,1,2022,December,27
456,457,3669,154,14,2024-01-22,1,746,1,2024,January,22
457,458,3669,154,14,2022-12-27,1,758,2,2022,December,27
458,459,514,109,15,2024-01-22,12,774,5,2024,January,22
459,460,514,109,15,2022-12-27,2,348,1,2022,December,27
460,461,3273,85,16,2024-03-30,12,36,4,2024,March,30
461,462,5035,2008,2,2020-04-04,2,504,5,2020,April,4
462,463,7702,60,19,2020-04-04,3,250,1,2020,April,4
463,464,9884,4446,7,2020-04-04,11,182,4,2020,April,4
464,465,5564,175,11,2023-01-22,12,153,3,2023,January,22
465,466,5564,175,11,2022-04-12,12,555,5,2022,April,12
466,467,5564,175,11,2023-12-13,3,371,4,2023,December,13
467,468,3953,1776,15,2023-01-22,5,741,1,2023,January,22
468,469,3953,1776,15,2022-04-12,10,513,4,2022,April,12
469,470,3953,1776,15,2023-12-13,8,229,3,2023,December,13
470,471,6488,1591,18,2023-05-24,8,348,2,2023,May,24
471,472,6488,1591,18,2020-11-29,2,323,2,2020,November,29
472,473,7856,3699,17,2021-03-24,10,503,3,2021,March,24
473,474,1165,51,3,2021-03-24,11,347,3,2021,March,24
474,475,9386,2555,20,2020-08-19,2,53,1,2020,August,19
475,476,9386,2555,20,2022-10-20,12,135,1,2022,October,20
476,477,3956,142,12,2023-09-20,8,799,2,2023,September,20
477,478,3956,142,12,2024-12-26,10,193,3,2024,December,26
478,479,6449,2628,11,2023-09-20,10,108,4,2023,September,20
479,480,6449,2628,11,2024-12-26,4,370,1,2024,December,26
480,481,6255,437,18,2021-12-03,5,796,5,2021,December,3
481,482,2109,681,20,2021-12-03,12,419,4,2021,December,3
482,483,6707,1041,20,2021-09-14,11,19,1,2021,September,14
483,484,7633,184,13,2021-09-30,1,374,5,2021,September,30
484,485,975,224,18,2021-12-22,3,426,4,2021,December,22
485,486,4492,1450,7,2021-12-22,2,594,4,2021,December,22
486,487,7957,2834,12,2021-12-22,6,350,4,2021,December,22
487,488,4906,975,7,2022-05-18,8,421,4,2022,May,18
488,489,1379,250,3,2020-10-08,3,557,2,2020,October,8
489,490,4244,340,10,2020-10-08,3,189,1,2020,October,8
490,491,5911,2333,14,2022-08-20,11,151,2,2022,August,20
491,492,5911,2333,14,2024-11-25,2,509,2,2024,November,25
492,493,1818,738,11,2022-08-20,4,482,2,2022,August,20
493,494,1818,738,11,2024-11-25,9,702,5,2024,November,25
494,495,2140,970,4,2020-09-30,1,564,3,2020,September,30
495,496,2140,970,4,2025-02-20,4,127,2,2025,February,20
496,497,2140,970,4,2022-03-20,2,44,5,2022,March,20
497,498,2670,1026,1,2020-09-30,4,30,2,2020,September,30
498,499,2670,1026,1,2025-02-20,9,279,3,2025,February,20
499,500,2670,1026,1,2022-03-20,1,94,1,2022,March,20
500,501,1108,167,18,2025-03-07,8,200,5,2025,March,7
501,502,9776,3750,9,2025-03-07,12,564,1,2025,March,7
502,503,535,72,6,2025-03-07,1,112,3,2025,March,7
503,504,7564,3463,5,2024-06-16,12,479,2,2024,June,16
504,505,7564,3463,5,2020-11-21,2,117,4,2020,November,21
505,506,7564,3463,5,2024-10-01,7,689,5,2024,October,1
506,507,7564,3463,5,2024-07-01,3,561,2,2024,July,1
507,508,3409,1605,20,2024-06-16,6,303,2,2024,June,16
508,509,3409,1605,20,2020-11-21,12,425,5,2020,November,21
509,510,3409,1605,20,2024-10-01,3,246,4,2024,October,1
510,511,3409,1605,20,2024-07-01,7,675,3,2024,July,1
511,512,9751,2459,13,2020-11-23,7,775,5,2020,November,23
512,513,6385,2656,11,2023-03-18,10,697,3,2023,March,18
513,514,6385,2656,11,2022-10-19,4,70,4,2022,October,19
514,515,6355,1335,15,2023-08-31,8,58,4,2023,August,31
515,516,6355,1335,15,2021-06-06,7,665,1,2021,June,6
516,517,7377,320,15,2022-12-21,2,562,2,2022,December,21
517,518,2054,371,12,2022-12-21,5,383,4,2022,December,21
518,519,7497,319,18,2024-02-12,4,721,4,2024,February,12
519,520,2565,983,20,2022-12-05,3,648,4,2022,December,5
520,521,5024,1544,19,2022-12-05,11,566,4,2022,December,5
521,522,8243,1346,15,2021-04-04,2,660,1,2021,April,4
522,523,7792,1403,13,2021-02-12,11,647,2,2021,February,12
523,524,7792,1403,13,2022-12-27,6,592,5,2022,December,27
524,525,7792,1403,13,2024-01-19,8,728,3,2024,January,19
525,526,2346,388,14,2021-02-12,10,617,3,2021,February,12
526,527,2346,388,14,2022-12-27,12,91,1,2022,December,27
527,528,2346,388,14,2024-01-19,8,211,5,2024,January,19
528,529,7346,1043,10,2022-12-25,7,7,5,2022,December,25
529,530,9770,4132,7,2022-12-25,9,294,5,2022,December,25
530,531,7179,683,13,2022-12-25,11,294,5,2022,December,25
531,532,5449,2389,2,2022-10-06,5,275,5,2022,October,6
532,533,2895,104,6,2020-04-27,1,152,2,2020,April,27
533,534,2895,104,6,2024-05-13,12,185,4,2024,May,13
534,535,697,116,1,2020-04-27,8,494,2,2020,April,27
535,536,697,116,1,2024-05-13,4,113,3,2024,May,13
536,537,6145,1414,4,2020-10-23,5,481,1,2020,October,23
537,538,2504,440,18,2020-10-23,4,424,1,2020,October,23
538,539,3124,138,16,2020-10-23,1,716,5,2020,October,23
539,540,6934,1226,1,2021-06-11,4,412,3,2021,June,11
540,541,6934,1226,1,2021-09-08,2,193,5,2021,September,8
541,542,4202,1171,3,2022-11-23,5,300,5,2022,November,23
542,543,4202,1171,3,2022-10-31,8,333,1,2022,October,31
543,544,4202,1171,3,2023-11-06,11,254,5,2023,November,6
544,545,4202,1171,3,2023-11-12,10,595,1,2023,November,12
545,546,2239,828,1,2023-06-26,3,186,1,2023,June,26
546,547,2239,828,1,2023-09-30,2,384,2,2023,September,30
547,548,2450,1002,4,2023-06-26,10,674,4,2023,June,26
548,549,2450,1002,4,2023-09-30,9,206,1,2023,September,30
549,550,9827,4208,13,2020-09-12,5,743,4,2020,September,12
550,551,8077,240,15,2020-09-12,6,339,3,2020,September,12
551,552,5152,2045,14,2020-11-27,11,752,4,2020,November,27
552,553,5152,2045,14,2022-08-25,1,298,4,2022,August,25
553,554,5152,2045,14,2023-08-23,12,221,2,2023,August,23
554,555,5152,2045,14,2023-10-11,6,320,4,2023,October,11
555,556,2542,190,1,2022-04-21,3,717,5,2022,April,21
556,557,8102,1800,5,2023-09-14,10,353,5,2023,September,14
557,558,8102,1800,5,2020-04-29,3,465,2,2020,April,29
558,559,8102,1800,5,2020-12-15,4,784,1,2020,December,15
559,560,3234,1274,10,2023-09-14,7,227,4,2023,September,14
560,561,3234,1274,10,2020-04-29,10,727,3,2020,April,29
561,562,3234,1274,10,2020-12-15,5,112,5,2020,December,15
562,563,6200,2321,18,2024-07-11,7,526,5,2024,July,11
563,564,6200,2321,18,2024-09-21,1,53,1,2024,September,21
564,565,4470,413,13,2025-02-02,8,532,2,2025,February,2
565,566,916,362,7,2022-10-21,6,460,1,2022,October,21
566,567,916,362,7,2020-10-21,4,135,2,2020,October,21
567,568,1165,302,20,2022-10-21,11,310,5,2022,October,21
568,569,1165,302,20,2020-10-21,1,266,2,2020,October,21
569,570,7846,677,12,2022-10-21,1,605,1,2022,October,21
570,571,7846,677,12,2020-10-21,12,20,1,2020,October,21
571,572,3022,384,1,2022-01-11,5,309,3,2022,January,11
572,573,3022,384,1,2021-02-17,7,405,5,2021,February,17
573,574,5266,1111,13,2022-01-11,7,483,1,2022,January,11
574,575,5266,1111,13,2021-02-17,9,224,5,2021,February,17
575,576,4853,1764,9,2021-11-06,6,293,2,2021,November,6
576,577,4853,1764,9,2022-08-30,11,247,1,2022,August,30
577,578,9832,1270,1,2022-10-07,9,199,3,2022,October,7
578,579,796,153,15,2022-10-07,7,542,1,2022,October,7
579,580,883,127,7,2023-06-04,4,468,5,2023,June,4
580,581,4539,1155,8,2023-06-04,7,221,2,2023,June,4
581,582,9659,2226,16,2023-06-04,8,578,3,2023,June,4
582,583,9562,325,2,2022-05-13,5,123,1,2022,May,13
583,584,4688,1841,3,2023-01-23,2,175,1,2023,January,23
584,585,4688,1841,3,2021-07-25,3,682,2,2021,July,25
585,586,7900,482,4,2025-03-08,4,474,4,2025,March,8
586,587,6967,3257,17,2022-12-25,12,659,3,2022,December,25
587,588,1091,277,6,2022-12-25,5,90,2,2022,December,25
588,589,6027,1530,2,2022-12-25,10,162,1,2022,December,25
589,590,4852,218,2,2024-04-24,9,370,3,2024,April,24
590,591,4852,218,2,2021-12-24,2,84,2,2021,December,24
591,592,4852,218,2,2023-09-07,12,126,1,2023,September,7
592,593,4314,1453,6,2021-08-10,9,518,3,2021,August,10
593,594,3288,1477,3,2024-05-26,10,386,2,2024,May,26
594,595,3288,1477,3,2022-02-19,7,228,2,2022,February,19
595,596,3977,813,5,2024-12-09,10,509,5,2024,December,9
596,597,6252,1377,2,2023-06-01,7,354,2,2023,June,1
597,598,9084,3253,12,2023-11-05,5,98,5,2023,November,5
598,599,8994,1481,15,2020-06-21,3,670,5,2020,June,21
599,600,1089,176,16,2020-10-26,11,292,2,2020,October,26
600,601,6690,1001,19,2022-06-06,6,452,5,2022,June,6
601,602,6690,1001,19,2021-11-13,9,7,4,2021,November,13
602,603,4985,1920,10,2022-06-06,1,342,3,2022,June,6
603,604,4985,1920,10,2021-11-13,3,662,1,2021,November,13
604,605,8590,3565,15,2021-11-11,3,264,1,2021,November,11
605,606,6973,3038,10,2021-11-11,3,628,3,2021,November,11
606,607,4591,1941,19,2021-07-31,11,445,1,2021,July,31
607,608,9612,2572,17,2021-07-31,7,467,1,2021,July,31
608,609,5343,655,1,2024-04-13,10,420,4,2024,April,13
609,610,6956,318,20,2022-04-19,5,304,3,2022,April,19
610,611,5306,2405,17,2024-03-23,8,334,5,2024,March,23
611,612,8982,448,17,2021-05-07,11,328,3,2021,May,7
612,613,4826,562,5,2021-05-07,7,52,2,2021,May,7
613,614,972,106,15,2022-05-06,8,192,2,2022,May,6
614,615,3665,802,4,2021-08-09,9,439,3,2021,August,9
615,616,3665,802,4,2025-02-09,11,585,3,2025,February,9
616,617,9808,2117,2,2024-04-23,7,613,3,2024,April,23
617,618,1133,73,17,2023-02-23,2,40,3,2023,February,23
618,619,1133,73,17,2024-06-06,5,805,5,2024,June,6
619,620,6248,1168,19,2023-02-23,4,408,5,2023,February,23
620,621,6248,1168,19,2024-06-06,5,270,1,2024,June,6
621,622,5666,2733,17,2025-01-27,5,673,2,2025,January,27
622,623,4171,1450,18,2023-04-07,9,250,2,2023,April,7
623,624,6236,2839,7,2022-01-20,12,585,4,2022,January,20
624,625,6236,2839,7,2022-05-10,10,429,5,2022,May,10
625,626,5410,2456,8,2024-05-29,12,59,5,2024,May,29
626,627,5410,2456,8,2022-01-04,6,551,1,2022,January,4
627,628,3024,1353,1,2024-05-02,9,345,4,2024,May,2
628,629,3024,1353,1,2021-12-28,8,336,1,2021,December,28
629,630,7434,2851,5,2022-12-12,1,223,2,2022,December,12
630,631,7213,508,19,2023-08-17,4,232,4,2023,August,17
631,632,7213,508,19,2021-11-29,9,139,3,2021,November,29
632,633,3176,586,9,2023-08-17,6,174,4,2023,August,17
633,634,3176,586,9,2021-11-29,5,551,2,2021,November,29
634,635,9144,2220,18,2021-06-13,12,43,5,2021,June,13
635,636,4146,865,19,2022-07-04,11,227,4,2022,July,4
636,637,3793,875,7,2022-07-04,12,769,1,2022,July,4
637,638,7169,2385,11,2021-06-27,12,82,1,2021,June,27
638,639,4046,417,18,2021-06-27,1,682,4,2021,June,27
639,640,4164,905,11,2023-12-04,6,695,5,2023,December,4
640,641,5389,2196,5,2023-12-04,6,776,1,2023,December,4
641,642,5448,2204,5,2022-08-09,8,360,5,2022,August,9
642,643,4115,1285,1,2020-04-08,11,8,1,2020,April,8
643,644,4761,2231,12,2020-04-08,12,665,2,2020,April,8
644,645,5899,2264,6,2023-10-20,12,67,2,2023,October,20
645,646,6109,3040,9,2022-02-10,7,262,2,2022,February,10
646,647,6109,3040,9,2023-10-05,5,382,4,2023,October,5
647,648,4628,1491,17,2022-02-10,7,178,5,2022,February,10
648,649,4628,1491,17,2023-10-05,8,307,2,2023,October,5
649,650,4369,584,13,2022-09-22,4,148,3,2022,September,22
650,651,4369,584,13,2021-04-03,1,480,1,2021,April,3
651,652,5632,2358,20,2021-05-03,12,87,1,2021,May,3
652,653,5632,2358,20,2024-02-11,6,655,2,2024,February,11
653,654,5632,2358,20,2025-02-04,7,755,4,2025,February,4
654,655,7519,402,14,2022-10-12,5,20,1,2022,October,12
655,656,1564,674,13,2022-10-12,4,544,4,2022,October,12
656,657,2804,936,10,2022-02-06,9,149,2,2022,February,6
657,658,2804,936,10,2020-11-09,6,77,2,2020,November,9
658,659,2804,936,10,2023-05-03,5,438,4,2023,May,3
659,660,2321,505,6,2022-10-04,7,535,3,2022,October,4
660,661,5730,482,6,2024-08-21,10,380,3,2024,August,21
661,662,7441,867,12,2021-11-20,11,478,5,2021,November,20
662,663,7441,867,12,2020-05-13,1,475,4,2020,May,13
663,664,1732,766,7,2023-02-28,2,292,3,2023,February,28
664,665,8788,3944,19,2023-02-28,8,573,4,2023,February,28
665,666,838,271,11,2021-01-21,1,249,2,2021,January,21
666,667,838,271,11,2022-02-28,10,460,1,2022,February,28
667,668,3577,699,2,2021-01-21,7,305,3,2021,January,21
668,669,3577,699,2,2022-02-28,4,179,5,2022,February,28
669,670,7122,1836,6,2024-04-25,5,17,5,2024,April,25
670,671,7122,1836,6,2023-03-10,8,164,1,2023,March,10
671,672,7122,1836,6,2023-07-10,10,121,3,2023,July,10
672,673,7327,2596,15,2024-04-25,8,796,5,2024,April,25
673,674,7327,2596,15,2023-03-10,2,330,3,2023,March,10
674,675,7327,2596,15,2023-07-10,3,690,5,2023,July,10
675,676,2239,1094,18,2024-07-28,1,129,1,2024,July,28
676,677,4932,1153,1,2024-07-28,6,306,3,2024,July,28
677,678,4609,1084,8,2023-07-30,9,194,3,2023,July,30
678,679,2328,788,4,2023-07-30,9,117,3,2023,July,30
679,680,4734,958,7,2023-07-30,12,524,2,2023,July,30
680,681,1388,345,5,2024-10-05,6,753,3,2024,October,5
681,682,8555,1638,8,2024-10-05,2,673,4,2024,October,5
682,683,9024,730,4,2024-02-20,11,292,2,2024,February,20
683,684,2468,418,4,2024-02-20,1,609,4,2024,February,20
684,685,9438,1801,4,2023-04-19,2,661,2,2023,April,19
685,686,9438,1801,4,2023-10-29,4,214,5,2023,October,29
686,687,2685,379,18,2022-03-08,10,119,3,2022,March,8
687,688,2685,379,18,2022-12-08,6,381,3,2022,December,8
688,689,9916,4602,14,2022-03-08,12,793,1,2022,March,8
689,690,9916,4602,14,2022-12-08,2,463,2,2022,December,8
690,691,6184,50,14,2022-03-08,12,606,3,2022,March,8
691,692,6184,50,14,2022-12-08,6,573,1,2022,December,8
692,693,4548,2135,8,2022-03-08,2,329,2,2022,March,8
693,694,4548,2135,8,2022-12-08,7,478,1,2022,December,8
694,695,7195,1665,7,2024-07-27,5,506,5,2024,July,27
695,696,7195,1665,7,2022-07-05,2,215,2,2022,July,5
696,697,3098,957,18,2024-07-04,5,97,1,2024,July,4
697,698,5412,1192,18,2024-02-28,1,471,1,2024,February,28
698,699,5412,1192,18,2025-01-03,11,455,3,2025,January,3
699,700,1397,686,11,2021-12-07,2,553,1,2021,December,7
700,701,9279,552,14,2021-12-14,12,303,1,2021,December,14
701,702,9279,552,14,2020-11-30,11,610,3,2020,November,30
702,703,2596,1003,19,2021-12-14,7,465,1,2021,December,14
703,704,2596,1003,19,2020-11-30,7,549,2,2020,November,30
704,705,6732,911,19,2021-12-29,11,439,3,2021,December,29
705,706,4495,1408,14,2021-12-29,12,613,4,2021,December,29
706,707,9653,2471,6,2024-07-08,2,140,4,2024,July,8
707,708,8945,1728,10,2021-02-10,12,153,2,2021,February,10
708,709,4007,201,13,2020-10-21,6,421,2,2020,October,21
709,710,4007,201,13,2023-04-17,6,530,1,2023,April,17
710,711,810,231,18,2020-10-21,9,402,4,2020,October,21
711,712,9789,2071,18,2023-12-28,2,381,5,2023,December,28
712,713,9229,4090,8,2023-12-28,5,338,1,2023,December,28
713,714,8141,3968,18,2022-12-23,3,391,5,2022,December,23
714,715,8141,3968,18,2022-08-10,11,20,3,2022,August,10
715,716,1067,251,14,2022-12-23,2,136,2,2022,December,23
716,717,1067,251,14,2022-08-10,12,137,2,2022,August,10
717,718,3839,1415,10,2023-10-17,7,248,5,2023,October,17
718,719,3839,1415,10,2022-02-28,12,686,1,2022,February,28
719,720,2858,482,13,2024-05-24,3,313,2,2024,May,24
720,721,2137,638,12,2020-10-02,3,206,5,2020,October,2
721,722,2831,1289,12,2020-10-02,9,162,4,2020,October,2
722,723,3913,961,15,2024-02-10,3,554,4,2024,February,10
723,724,3913,961,15,2021-02-06,9,612,3,2021,February,6
724,725,4468,1940,9,2022-03-16,3,16,5,2022,March,16
725,726,1579,602,9,2020-05-24,6,627,2,2020,May,24
726,727,1579,602,9,2025-02-16,1,493,3,2025,February,16
727,728,1579,602,9,2021-11-16,7,418,5,2021,November,16
728,729,1579,602,9,2024-09-08,8,446,1,2024,September,8
729,730,3760,1849,19,2020-05-24,2,527,4,2020,May,24
730,731,3760,1849,19,2025-02-16,8,511,5,2025,February,16
731,732,3760,1849,19,2021-11-16,4,91,5,2021,November,16
732,733,3760,1849,19,2024-09-08,9,526,1,2024,September,8
733,734,8706,3099,14,2022-06-29,10,386,4,2022,June,29
734,735,4708,696,14,2022-06-29,8,24,4,2022,June,29
735,736,8089,3132,17,2022-06-29,9,238,2,2022,June,29
736,737,5462,673,12,2022-11-03,6,646,5,2022,November,3
737,738,6392,444,18,2023-11-28,6,268,1,2023,November,28
738,739,8706,1724,3,2020-04-25,8,682,1,2020,April,25
739,740,2349,319,4,2022-01-18,5,200,5,2022,January,18
740,741,8220,3882,14,2022-01-18,2,83,1,2022,January,18
741,742,2379,279,7,2022-01-18,9,274,5,2022,January,18
742,743,7377,2049,4,2022-01-18,10,266,2,2022,January,18
743,744,717,158,16,2022-03-23,1,278,3,2022,March,23
744,745,717,158,16,2020-06-24,10,154,4,2020,June,24
745,746,717,158,16,2022-12-23,7,390,4,2022,December,23
746,747,717,158,16,2024-11-24,11,163,4,2024,November,24
747,748,717,158,16,2020-11-06,6,396,3,2020,November,6
748,749,717,158,16,2023-10-24,4,170,2,2023,October,24
749,750,508,177,17,2022-03-23,6,218,5,2022,March,23
750,751,508,177,17,2020-06-24,3,655,4,2020,June,24
751,752,508,177,17,2022-12-23,9,743,3,2022,December,23
752,753,508,177,17,2024-11-24,3,385,4,2024,November,24
753,754,508,177,17,2020-11-06,1,672,4,2020,November,6
754,755,508,177,17,2023-10-24,11,466,1,2023,October,24
755,756,9382,1085,3,2023-07-18,12,487,3,2023,July,18
756,757,9382,1085,3,2022-05-16,8,258,3,2022,May,16
757,758,4936,576,19,2023-07-18,8,341,1,2023,July,18
758,759,4936,576,19,2022-05-16,8,351,3,2022,May,16
759,760,2663,64,19,2024-06-16,10,461,1,2024,June,16
760,761,2663,64,19,2021-10-23,2,18,1,2021,October,23
761,762,5151,1680,5,2022-10-22,8,576,4,2022,October,22
762,763,2514,95,8,2023-07-17,4,8,3,2023,July,17
763,764,6129,2976,2,2025-02-24,8,554,4,2025,February,24
764,765,4395,1663,3,2025-02-24,11,139,1,2025,February,24
765,766,5393,2642,8,2021-03-07,5,162,2,2021,March,7
766,767,2280,509,8,2021-01-03,7,226,1,2021,January,3
767,768,6596,1439,9,2023-05-03,2,331,3,2023,May,3
768,769,4510,1896,5,2023-10-25,9,626,2,2023,October,25
769,770,6077,2378,18,2022-08-21,2,798,3,2022,August,21
770,771,5379,2510,17,2022-04-16,4,659,4,2022,April,16
771,772,4629,1660,16,2023-04-02,3,322,4,2023,April,2
772,773,2710,555,20,2024-10-21,2,188,2,2024,October,21
773,774,3224,1018,14,2024-10-21,12,465,5,2024,October,21
774,775,8042,936,15,2021-07-09,8,574,3,2021,July,9
775,776,8042,936,15,2022-04-08,4,38,4,2022,April,8
776,777,3957,151,10,2022-04-30,12,311,1,2022,April,30
777,778,8769,3178,16,2023-01-20,11,477,3,2023,January,20
778,779,2957,917,16,2024-11-17,10,339,1,2024,November,17
779,780,5344,2607,6,2022-04-23,9,479,5,2022,April,23
780,781,5344,2607,6,2025-02-18,1,119,3,2025,February,18
781,782,6061,2121,19,2021-05-27,6,231,2,2021,May,27
782,783,6061,2121,19,2022-01-17,2,45,2,2022,January,17
783,784,5376,1928,7,2025-01-15,10,457,1,2025,January,15
784,785,2792,1008,8,2021-02-14,5,651,2,2021,February,14
785,786,2944,249,5,2024-08-31,2,777,3,2024,August,31
786,787,2944,249,5,2022-12-26,6,547,4,2022,December,26
787,788,4220,945,13,2024-03-21,7,658,4,2024,March,21
788,789,4220,945,13,2020-12-15,11,82,3,2020,December,15
789,790,8526,1704,4,2023-03-21,12,147,2,2023,March,21
790,791,8218,1430,19,2023-06-08,10,711,4,2023,June,8
791,792,599,265,4,2022-07-17,2,72,2,2022,July,17
792,793,599,265,4,2024-12-05,6,785,5,2024,December,5
793,794,2727,543,10,2022-07-17,3,239,1,2022,July,17
794,795,2727,543,10,2024-12-05,2,257,3,2024,December,5
795,796,2589,605,11,2023-11-02,11,725,4,2023,November,2
796,797,2589,605,11,2024-10-05,4,37,3,2024,October,5
797,798,3776,1100,9,2022-11-13,3,366,5,2022,November,13
798,799,3776,1100,9,2022-12-28,10,332,2,2022,December,28
799,800,5402,1666,12,2025-02-26,3,562,4,2025,February,26
800,801,5165,885,16,2022-11-12,4,439,2,2022,November,12
801,802,4863,2394,4,2022-11-12,4,669,3,2022,November,12
802,803,1626,258,15,2021-06-07,10,561,4,2021,June,7
803,804,8851,3962,7,2020-09-26,11,234,4,2020,September,26
804,805,9680,3295,9,2024-04-29,11,238,1,2024,April,29
805,806,8468,3666,8,2024-04-29,9,251,4,2024,April,29
806,807,4441,314,14,2024-04-29,8,426,5,2024,April,29
807,808,6622,2673,8,2024-04-10,1,539,4,2024,April,10
808,809,3260,207,17,2023-12-21,11,153,2,2023,December,21
809,810,8709,2322,8,2024-05-02,11,496,2,2024,May,2
810,811,8709,2322,8,2024-11-21,12,440,2,2024,November,21
811,812,5250,187,1,2022-03-17,4,270,3,2022,March,17
812,813,5250,187,1,2023-05-14,12,553,2,2023,May,14
813,814,4116,921,20,2024-10-07,2,169,5,2024,October,7
814,815,4116,921,20,2020-09-08,6,148,5,2020,September,8
815,816,1109,418,15,2021-08-19,5,632,4,2021,August,19
816,817,3573,562,7,2022-10-12,1,707,1,2022,October,12
817,818,3573,562,7,2020-05-23,12,104,4,2020,May,23
818,819,3573,562,7,2020-04-18,7,296,1,2020,April,18
819,820,8055,661,10,2022-10-12,11,358,3,2022,October,12
820,821,8055,661,10,2020-05-23,10,745,3,2020,May,23
821,822,8055,661,10,2020-04-18,9,211,3,2020,April,18
822,823,6829,2609,2,2022-06-04,5,653,1,2022,June,4
823,824,6390,3089,12,2022-06-04,1,368,5,2022,June,4
824,825,5831,1574,17,2022-11-16,3,558,2,2022,November,16
825,826,5831,1574,17,2024-07-18,11,132,1,2024,July,18
826,827,5831,1574,17,2023-07-16,4,33,1,2023,July,16
827,828,7952,3865,8,2020-08-10,3,387,1,2020,August,10
828,829,3659,379,5,2024-06-22,5,253,3,2024,June,22
829,830,4183,1159,4,2020-07-13,9,718,5,2020,July,13
830,831,7478,1381,11,2024-04-16,11,167,5,2024,April,16
831,832,702,238,9,2021-03-13,12,622,4,2021,March,13
832,833,4037,1494,15,2023-04-01,1,373,2,2023,April,1
833,834,5014,2332,2,2020-11-10,2,740,4,2020,November,10
834,835,9879,4930,15,2023-06-08,9,362,4,2023,June,8
835,836,8762,3502,1,2021-08-17,9,21,5,2021,August,17
836,837,8490,800,1,2020-05-24,6,536,5,2020,May,24
837,838,6951,164,10,2021-08-12,10,683,3,2021,August,12
838,839,1078,309,3,2022-09-03,1,734,4,2022,September,3
839,840,1078,309,3,2020-10-01,10,644,2,2020,October,1
840,841,8560,2166,19,2022-05-27,4,567,5,2022,May,27
841,842,1031,318,20,2022-05-27,8,77,3,2022,May,27
842,843,6402,2770,19,2024-03-10,5,585,2,2024,March,10
843,844,6402,2770,19,2023-10-05,8,151,4,2023,October,5
844,845,5916,1594,19,2024-03-10,8,660,1,2024,March,10
845,846,5916,1594,19,2023-10-05,9,57,3,2023,October,5
846,847,4015,1751,15,2022-08-28,6,219,4,2022,August,28
847,848,4015,1751,15,2020-09-08,5,464,2,2020,September,8
848,849,9335,557,11,2021-04-27,11,437,5,2021,April,27
849,850,4706,594,11,2021-08-21,11,214,5,2021,August,21
850,851,4706,594,11,2021-05-16,3,499,5,2021,May,16
851,852,6584,371,6,2021-08-21,10,804,4,2021,August,21
852,853,6584,371,6,2021-05-16,2,14,2,2021,May,16
853,854,6389,734,1,2022-01-15,8,439,2,2022,January,15
854,855,9869,4299,12,2023-03-21,6,806,3,2023,March,21
855,856,9869,4299,12,2023-12-28,12,29,1,2023,December,28
856,857,655,297,4,2022-02-15,3,792,5,2022,February,15
857,858,655,297,4,2023-11-30,12,759,2,2023,November,30
858,859,798,308,10,2023-01-12,6,329,2,2023,January,12
859,860,798,308,10,2023-05-19,11,630,3,2023,May,19
860,861,7967,2504,13,2023-01-12,9,314,2,2023,January,12
861,862,7967,2504,13,2023-05-19,4,276,4,2023,May,19
862,863,3756,1318,5,2024-02-19,5,317,2,2024,February,19
863,864,5196,2477,1,2021-12-01,1,252,5,2021,December,1
864,865,6586,1794,19,2021-12-01,7,156,3,2021,December,1
865,866,6673,950,19,2024-12-19,9,617,3,2024,December,19
866,867,714,232,14,2023-01-18,12,602,3,2023,January,18
867,868,714,232,14,2020-12-23,3,508,3,2020,December,23
868,869,1083,501,6,2021-02-28,3,652,2,2021,February,28
869,870,2401,1163,10,2023-05-04,3,84,4,2023,May,4
870,871,2401,1163,10,2020-04-22,10,381,4,2020,April,22
871,872,2401,1163,10,2021-08-13,2,194,4,2021,August,13
872,873,1045,267,11,2023-05-04,10,90,1,2023,May,4
873,874,1045,267,11,2020-04-22,2,139,2,2020,April,22
874,875,1045,267,11,2021-08-13,12,795,4,2021,August,13
875,876,7806,1127,1,2023-07-20,5,109,5,2023,July,20
876,877,5263,1743,19,2022-08-28,3,207,1,2022,August,28
877,878,6147,2526,6,2023-03-14,11,581,1,2023,March,14
878,879,7484,2871,15,2023-11-07,1,633,2,2023,November,7
879,880,7484,2871,15,2024-04-16,8,238,4,2024,April,16
880,881,7700,2712,1,2023-11-07,5,463,4,2023,November,7
881,882,7700,2712,1,2024-04-16,10,269,5,2024,April,16
882,883,8537,3586,13,2022-09-16,2,7,4,2022,September,16
883,884,8858,3394,6,2024-10-31,5,80,4,2024,October,31
884,885,5313,2037,7,2024-11-25,7,343,3,2024,November,25
