,city_id,city,state
1068,1069,San Diego,California
1069,1070,Springfield,Illinois
1070,1071,Cincinnati,Ohio
1071,1072,San Francisco,California
1072,1073,Los Angeles,California
1073,1074,New York City,New York
1074,1075,Columbus,Ohio
1075,1076,Miami,Florida
1076,1077,New York City,New York
1077,1078,Dallas,Texas
1078,1079,Rochester,New York
1079,1080,Peoria,Illinois
1080,1081,New York City,New York
1081,1082,Rochester,New York
1082,1083,San Francisco,California
1083,1084,Dallas,Texas
1084,1085,Cleveland,Ohio
1085,1086,Tampa,Florida
1086,1087,New York City,New York
1087,1088,New York City,New York
1088,1089,Buffalo,New York
1089,1090,Dallas,Texas
1090,1091,Springfield,Illinois
1091,1092,Columbus,Ohio
1092,1093,Cincinnati,Ohio
1093,1094,Cincinnati,Ohio
1094,1095,Los Angeles,California
1095,1096,Orlando,Florida
1096,1097,Miami,Florida
1097,1098,San Francisco,California
1098,1099,Buffalo,New York
1099,1100,Austin,Texas
1100,1101,San Francisco,California
1101,1102,Peoria,Illinois
1102,1103,Peoria,Illinois
1103,1104,Peoria,Illinois
1104,1105,New York City,New York
1105,1106,Rochester,New York
1106,1107,Dallas,Texas
1107,1108,Buffalo,New York
1108,1109,Peoria,Illinois
1109,1110,Cleveland,Ohio
1110,1111,Austin,Texas
1111,1112,Columbus,Ohio
1112,1113,Springfield,Illinois
1113,1114,Miami,Florida
1114,1115,Peoria,Illinois
1115,1116,Springfield,Illinois
1116,1117,Los Angeles,California
1117,1118,San Diego,California
1118,1119,San Francisco,California
1119,1120,San Francisco,California
1120,1121,San Diego,California
1121,1122,Dallas,Texas
1122,1123,Columbus,Ohio
1123,1124,Los Angeles,California
1124,1125,Los Angeles,California
1125,1126,Cleveland,Ohio
1126,1127,Dallas,Texas
1127,1128,Austin,Texas
1128,1129,San Francisco,California
1129,1130,San Francisco,California
1130,1131,Buffalo,New York
1131,1132,Cincinnati,Ohio
1132,1133,Houston,Texas
1133,1134,Buffalo,New York
1134,1135,Peoria,Illinois
1135,1136,Austin,Texas
1136,1137,Miami,Florida
1137,1138,San Diego,California
1138,1139,Houston,Texas
1139,1140,Cincinnati,Ohio
1140,1141,Dallas,Texas
1141,1142,Columbus,Ohio
1142,1143,New York City,New York
1143,1144,Springfield,Illinois
1144,1145,Buffalo,New York
1145,1146,Buffalo,New York
1146,1147,Tampa,Florida
1147,1148,San Diego,California
1148,1149,Cleveland,Ohio
1149,1150,Chicago,Illinois
1150,1151,Chicago,Illinois
1151,1152,Dallas,Texas
1152,1153,San Diego,California
1153,1154,Cincinnati,Ohio
1154,1155,Houston,Texas
1155,1156,Cincinnati,Ohio
1156,1157,Buffalo,New York
1157,1158,Cincinnati,Ohio
1158,1159,Springfield,Illinois
1159,1160,Dallas,Texas
1160,1161,Houston,Texas
1161,1162,Cleveland,Ohio
1162,1163,Cleveland,Ohio
1163,1164,New York City,New York
1164,1165,Chicago,Illinois
1165,1166,New York City,New York
1166,1167,Orlando,Florida
1167,1168,San Diego,California
1168,1169,Orlando,Florida
1169,1170,San Diego,California
1170,1171,Tampa,Florida
1171,1172,Chicago,Illinois
1172,1173,Austin,Texas
1173,1174,New York City,New York
1174,1175,Buffalo,New York
1175,1176,Dallas,Texas
1176,1177,New York City,New York
1177,1178,Los Angeles,California
1178,1179,Miami,Florida
1179,1180,San Francisco,California
1180,1181,Dallas,Texas
1181,1182,Peoria,Illinois
1182,1183,Cleveland,Ohio
1183,1184,Peoria,Illinois
1184,1185,Orlando,Florida
1185,1186,Chicago,Illinois
1186,1187,San Francisco,California
1187,1188,San Diego,California
1188,1189,Austin,Texas
1189,1190,New York City,New York
1190,1191,Rochester,New York
1191,1192,Austin,Texas
1192,1193,Buffalo,New York
1193,1194,Chicago,Illinois
